treatment,age,education,black,hispanic,married,RE74,RE75,RE78,pos74,pos75
0.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,12383.68,0,0
0.0,22.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,10740.08,0,0
0.0,45.0,11.0,1.0,0.0,0.0,0.0,0.0,11796.47,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,9227.052,0,0
0.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,10569.27,0,0
0.0,34.0,11.0,1.0,0.0,1.0,0.0,0.0,6040.335,0,0
0.0,24.0,4.0,0.0,1.0,0.0,0.0,0.0,3880.833,0,0
0.0,36.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,21.0,14.0,1.0,0.0,0.0,0.0,0.0,5775.062,0,0
0.0,28.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,27.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,20.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,34.0,12.0,1.0,0.0,0.0,0.0,0.0,2113.722,0,0
0.0,24.0,10.0,1.0,0.0,0.0,0.0,0.0,7618.639,0,0
0.0,22.0,8.0,0.0,1.0,0.0,0.0,0.0,9920.945,0,0
0.0,25.0,11.0,1.0,0.0,0.0,0.0,0.0,4196.375,0,0
0.0,39.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,19.0,9.0,1.0,0.0,1.0,0.0,0.0,16658.25,0,0
0.0,44.0,9.0,1.0,0.0,0.0,0.0,0.0,9722.003,0,0
0.0,27.0,8.0,1.0,0.0,0.0,0.0,0.0,3783.66,0,0
0.0,25.0,8.0,1.0,0.0,0.0,0.0,0.0,3515.929,0,0
0.0,31.0,10.0,1.0,0.0,0.0,0.0,0.0,17014.59,0,0
