conversion,coupon,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,membership_level_0,membership_level_1,membership_level_2,Z,ite
1.0,1.0,-1.1105542589927047,-1.1340971331195397,0.12858891032488645,0.8742377282627234,0.1965936691987018,2.040795052506335,0.35403261079988246,-0.7663001575656928,0.0047403038470509,-0.32523345310650764,-1.069393599281612,-0.31428884553104924,-0.4125762212481576,-0.9123289664174512,-0.08954838649895785,1.0,0.0,0.0,0.21635531552552834,0.12730412100126737
0.0,1.0,-0.5152602835925753,-0.15029496546128263,-0.07684984730363363,-0.20406395458137147,0.362197149993885,0.5733538814353955,0.19271483707049544,0.37228752986975006,0.8905656451576386,1.4263631248002375,0.06047663531540324,-1.6631277773643227,0.6233412073673518,0.296810705272413,-0.3270255191462061,1.0,0.0,0.0,0.8121730100140839,-0.010097004580854663
0.0,0.0,1.1604144870747866,-0.34581175551694693,0.44164731412187724,-1.0847155342672075,-1.8371456175845142,-1.207060023027524,-1.3991752588843593,0.20372676078403865,2.7678874549001637,0.8845254287158928,0.6427849147048859,0.013339022405884705,-0.6766662819631173,-1.2712269902175957,1.2151982718763321,0.0,0.0,1.0,-0.17024826952486805,0.04585868359699785
1.0,0.0,-2.141387448714285,-1.9609440323652916,-1.598673819628899,-0.8875524233386036,-1.6322361263584853,0.6817003980115027,0.6561213226782877,0.35006508253502566,1.1645491182827552,1.5372446698473061,0.8050551513235932,0.38938834127828004,0.40173377587783726,-0.05069359003725522,0.2781262231429413,1.0,0.0,0.0,1.695381514542812,0.054837692092933266
0.0,1.0,-0.6094042920715305,-0.6820083195377376,-1.6728007524258324,-1.6926257686733082,-2.211050855983388,-1.4172796149182267,0.6708147664231083,1.2173007722476794,1.1470917287581979,-0.569124123035356,-0.8355420627433391,-0.8097874528144732,0.06788689950188698,0.3428620386832033,1.0543928512653744,0.0,1.0,0.0,2.385743067325209,0.05996509505829506
0.0,1.0,0.1639180627334956,-0.5248465269088637,0.9515825399060355,0.25776206943950075,-0.3297274609638323,1.585855999818842,0.7755094669364103,0.3144235010537634,0.854118384023067,-0.4143817572474651,-0.6429946437604109,-0.21249200873991902,0.5231214704312259,-0.10271359561957531,-1.7436478471413963,0.0,1.0,0.0,1.0627654027864109,0.08483269245023745
1.0,1.0,0.6057027981301256,-0.013396665804392851,-0.04646096755760451,-0.3388888717851379,-0.6893472037253591,0.30042413507863813,0.3894013154716218,1.0657788106221486,1.027723657394491,1.1060094322856617,0.5179516040880771,-0.5678676499689379,-0.3696274249136116,0.13363071160559273,-0.9352492436900325,0.0,0.0,1.0,1.1822404161189477,0.004764843573995481
1.0,1.0,-0.8007396748047484,-1.3495093149395703,-0.5633588711571413,0.10180581008647996,0.20563355535322075,-1.3527699021872854,-1.1533139700214046,-1.1031888819432594,0.6476419902532138,-0.1750576745943119,-0.8153338151847686,0.21619041567232344,1.411896143422211,1.0358171252332795,0.5452131764351706,1.0,0.0,0.0,0.9202345057335373,0.07217471548759385
0.0,1.0,-0.49491611020078935,-0.4928447965623551,-0.9858425817748687,-0.051563242061079755,0.9473258623488597,0.1564690878763304,-0.30960674749457273,0.25887438182282796,0.16762734238531568,-0.05019321127218364,-0.9188598942973861,-1.0660630044895323,-0.4263148287135863,-0.21530302516135158,0.137545677924176,0.0,0.0,1.0,0.3237557262466782,0.04306513877212936
1.0,1.0,1.1345486996512533,0.15318272574831804,0.36797909009848145,1.8356565404223828,0.6211000125133899,-0.25314825629127274,1.5441914615142982,-0.7763217873598974,-0.2297560971616566,-2.3109462940206535,-0.968559466661193,-0.5510133188422013,-0.5224288810275527,1.4859808539659012,1.520443589932076,0.0,1.0,0.0,1.077653945116648,0.06407774066725402
0.0,0.0,-2.183441166950779,-0.23978519506339646,0.3104527295887031,-0.4331321768674262,-0.6948393934403978,-0.8196366648276887,0.10961568491380122,0.193635797734755,0.051844650075519375,0.053485034528200505,0.22913953790630376,0.026068172717915446,1.352727299259289,1.9740857374237477,-0.6669021321473302,1.0,0.0,0.0,0.33746813345900717,0.035466417657377514
1.0,1.0,-0.9131827806230446,-0.7074401589364214,-0.634365111939468,-0.4606601573882128,-0.14221835761004467,0.5783983429628876,1.422616180120489,1.6405314918914384,0.17785360884121823,-0.9109891224685807,0.016254703602025664,0.2251731248630899,0.08609639504069873,0.42922215707865613,-0.0026818162933231744,1.0,0.0,0.0,1.4071370412708268,0.07226076190216513
0.0,1.0,0.1082825460186549,0.7296653637333543,0.770232757410111,-0.14649074331628684,-1.3068255448250818,1.1419438221499583,0.30744912722726836,-0.0881718091496348,-1.0969660025568797,-0.45289899600764255,1.5033884647634426,0.6103257845587752,0.8480787828713631,-0.10398580110644984,-0.19443507595871812,1.0,0.0,0.0,-0.526958727711456,0.008575676553146255
0.0,0.0,0.3542679779513493,1.1885599554536126,-0.1805593940259113,0.12285277289658288,0.7151724837865296,-0.7944690388706918,-1.6832855359094292,-0.7890511406360036,-2.781152875291727,-2.8967579816282814,-0.3415296974866768,0.24310953753242695,0.3336430573213294,1.8968432064623335,1.071362229255558,1.0,0.0,0.0,0.1448493297756871,0.08667022735152957
0.0,1.0,0.9542949108765889,0.7469198670855269,1.316665876273542,-1.332614330395191,-0.0277182126535257,1.4800559629671948,3.090211928504775,0.11062314916400835,0.30447683800164427,0.9791244532777648,0.9526914729316124,-0.7322371775451618,-1.2726504571413133,-0.03849743927695258,-0.588831707816092,0.0,0.0,1.0,1.4882406721259795,-0.0014617407467341081
0.0,1.0,1.0862094484102292,0.9882151736666387,1.1643873946380885,1.6739671515940358,1.0193033784153662,-0.6043022123414216,1.2832978947444416,1.0699911406990252,-1.362182146120674,-2.7159618789981583,-2.3939996118997215,-1.9986947107600843,1.3172673902154595,0.6046392050272003,1.7199160513591645,1.0,0.0,0.0,-1.5846146075146441,0.03741066897327616
